pawPatrol1,pawPatrol2,pawPatrol3,pawPatrol4,blank,allowableKey,correctKey,correctKeyPressNum,posLoc,correctKeyPress,randomPaw,im_size,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_questions.thisRepN,trials_questions.thisTrialN,trials_questions.thisN,trials_questions.thisIndex,correctKey,repetitionNumber,stimulusPresent.t,trialCorrect,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,keyRespCorrect,date,frameRate,expName,session,participant,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,9,9,9,,,,,,,,,['num_1'],10,0.0566104615573,0,"['num_1', 'num_0', 'num_1']",0,"[0.43794133327901363, 0.9023700512479991]",,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,9,9,9,,,,,,,,,['num_0'],10,0.0573325126898,1,['num_0'],0,[0.5367737435735762],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_7'],,,,,,,,,,0,0,0,0,,,,,,,,,['num_7'],1,0.0560549744405,1,['num_7'],0,[1.126957538537681],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0587536410894,1,['num_1'],0,[0.8362022563815117],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0531704616733,1,['num_4'],0,[0.8406908719334751],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0528426666278,1,['num_0'],0,[0.7924615384545177],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0547651282977,1,['num_0'],0,[0.8564832820557058],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_4'],,,,,,,,,,0,0,0,0,,,,,,,,,['num_4'],1,0.0519716923591,1,['num_4'],0,[0.7928332306910306],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_1'],,,,,,,,,,0,0,0,0,,,,,,,,,['num_1'],1,0.0570227692369,1,['num_1'],0,[1.270083692157641],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
min1.png,min2.png,min3.png,min4.png,allBlank.png,,['num_0'],,,,,,,,,,0,0,0,0,,,,,,,,,['num_0'],1,0.0529657437,1,['num_0'],0,[0.7070137436967343],,2018_Jun_10_1649,59.9946835505,sequenceLearningTask,001,131,
